Peak,Weight
TMEM263,0.001699814388695084
SMIM11A,0.001699487137297083
PHTF1,0.0016895727054461885
CORO2A,0.0016817586708266108
KLF3,0.0016714796468493168
DSG2,0.001671084941450328
ZHX3,0.0016699920579512097
ADGRF4,0.0016697313027003663
DPY19L2,0.0016632480655035787
PACSIN3,0.0016590615958235794
TMEM30B,0.0016572259759821118
PPL,0.0016472941421195792
TXNDC15,0.0016436989970764096
RANBP3,0.001637470705673408
FMNL3,0.0016342622782042093
DDR1,0.0016327722192337707
ARIH2,0.0016306332409039201
SYTL1,0.001619524664547086
GET1,0.001610120290664399
PARK7,0.0016082301351499919
PRAF2,0.0015904231781550065
KCNK1,0.001583573607842532
DYNC1LI1,0.0015824589784084165
KRTCAP3,0.0015782514455000278
SEC22C,0.0015778336030071165
B3GALT4,0.0015677471514829793
B3GAT3,0.0015615613900037861
GLT8D1,0.0015612758372737165
UBE2J2,0.0015571314585473331
P3H1,0.0015562189919873495
MUC16,0.0015554474118602375
MTRNR2L1,0.0015527590585316215
EPCAM,0.0015473003234121269
PRRG4,0.0015465064343447039
ZNF709,0.0015294962141690338
OGG1,0.0015285180745139924
SGTB,0.001521785683459822
FAAP20,0.0015004796740118633
ESRP1,0.0014998574276882692
ST14,0.0014993574184520523
RIPK4,0.0014930824223651131
PIP5K1C,0.0014890164640521612
SH3BP1,0.001484402418785305
S100A11,0.0014804678944847762
RNF223,0.001479058451430138
KRT19,0.001477934219076436
BTN2A1,0.001473764469313742
PIN1,0.0014737264501791516
RHBDL2,0.0014678109303558201
GNB1,0.001466450540106515
KLK8,0.0014663447512190668
MYDGF,0.0014592701252793923
CHCHD3,0.00145817166421056
C6orf89,0.0014505497935462725
CTAGE8,0.001445965203992238
HARS1,0.00143609995584265
TTL,0.0014340500738737334
PHF1,0.0014327624119463162
KRT80,0.0014323093141979581
PLXNB2,0.0014288951161828514
FUT3,0.001428145773437098
MLLT1,0.0014248444862047078
PDLIM1,0.00142464508896479
FAM160A1,0.0014239231293815052
S100A9,0.001413906722261176
RAB25,0.0014125211778196797
MTFR1L,0.0014013360006829287
ITGA6,0.0013894037602898385
BEND6,0.001387572378736788
KRBOX4,0.0013848838120055157
MCOLN1,0.0013800683509566113
