Model,Fold,Spearman,Pearson
rf+xgb,1,0.4353132915957636,0.5296800384066669
rf+xgb,2,0.46365285812712426,0.40853311003194437
rf+xgb,3,0.5183584473882327,0.5571627220396728
rf+xgb,4,0.5547495784744916,0.5228826175847285
rf+xgb,5,0.551044016985519,0.5979762233325382
