Peak,Weight
DNAJC8,-0.00015639751408122647
KLF5,-0.00015758487765862506
GJB3,-0.00015801677593792315
NAPRT,-0.00015890181136166487
NIPAL1,-0.00016177833342839344
CDH3,-0.00016207054743344254
ADGRF1,-0.00016329930025081048
CUTA,-0.00016514236269817427
TMPRSS11E,-0.00016719988744090446
DPYSL2,-0.00017235165130701635
EPHA1,-0.00017236397622393874
RXRA,-0.00017690640536836827
AC011473.4,-0.00017984987300601667
ZCCHC24,-0.00018131244404776906
NECTIN4,-0.00018171556211060686
CNTNAP1,-0.00018856586695977995
CCDC88A,-0.0001891626635993872
EMP3,-0.00019844519528735966
AP1M1,-0.00019984799154896865
CTIF,-0.00020294148263730108
UAP1L1,-0.00021369167761256928
DLK2,-0.00021372199185661788
TRIM23,-0.00021876484841693632
DHPS,-0.00021946857554058511
GALNT12,-0.0002200575400883174
GPR87,-0.00022164924957686564
ARHGAP31,-0.0002223548973706736
CERK,-0.00022346712272259007
BACE1,-0.0002257347645896269
WDR66,-0.0002385244866742632
PAK6,-0.00024047814804663273
IVL,-0.00024245807568748222
RASA3,-0.00024325903293236065
AP1M2,-0.00024558269207763245
FUT3,-0.0002465423107693425
ZEB1,-0.0002614054134888404
SYDE1,-0.0002704938398331512
NRSN2,-0.0002788331080801678
SLC2A9,-0.00028073340660646017
PSMC3IP,-0.0002966864422621561
ACSF2,-0.00029725506323607394
SGTA,-0.00029913691527553947
CXCL16,-0.00030001536661929465
C19orf53,-0.0003036344295613091
TECPR1,-0.00030379656620563295
C17orf80,-0.0003058256924520303
MAP3K3,-0.00032266514253693183
LRWD1,-0.00032475312162003777
PHF1,-0.00033203175103932876
OGG1,-0.00033211737286208815
RBM10,-0.00033654821278355135
C6orf89,-0.0003394507118761704
RAB25,-0.0003537868386758999
PLEKHG3,-0.0003744241021605038
AC005943.1,-0.00038051436710696514
PIP5K1C,-0.0003870834280969458
FGD1,-0.0003872133449010445
RNF149,-0.000391134567373095
PKP3,-0.0004321753719278011
LYRM2,-0.00044779508715173344
ARAP2,-0.00044906331566983704
TMEM263,-0.00046438720347596646
STAP2,-0.00047325040272582706
CHMP4C,-0.000473510452014802
ESRP2,-0.0004737915880682276
ADRB2,-0.0004863709539745363
OAZ2,-0.0005119453068228904
PIN1,-0.0005130654173370315
C5orf24,-0.0005161083943745692
ALS2CL,-0.000528125069311874
BEND6,-0.0005334763781422899
PMM1,-0.000546501682447587
AC008758.6,-0.000558385748040941
PRADC1,-0.0005667369215798258
ARL3,-0.0006148886567535888
ZNF668,-0.0006295829397998791
NDUFA11,-0.0006506734221645767
DIXDC1,-0.0006696437701943891
B3GAT3,-0.0006701133885747285
DIRAS1,-0.0006742862792568415
IQANK1,-0.0006856048689591409
CDS1,-0.0007162672199282468
LGALS9C,-0.0007282392939532063
MKNK1,-0.0007578817712050915
GMPPB,-0.000802008509500245
EXOG,-0.0008376351469189854
ELP6,-0.0008609773801404463
SH2D3A,-0.0008792433829721728
JMJD6,-0.0008823985099261964
ARHGEF5,-0.0008844461186478689
EIF2B3,-0.0009025852682552555
CERS3,-0.000929413879296522
PRR5-ARHGAP8,-0.0009638657135123158
C1orf216,-0.0009777162518352443
ZNF165,-0.0009801288821938584
SH3BP1,-0.0009967010641333178
KLK8,-0.0010242304592217443
SMIM11A,-0.001063635650558342
MRPS17,-0.0010645952032464524
CBLC,-0.001071451597058267
YY2,-0.0011288894519828892
SGTB,-0.001143385661434044
SERPINB13,-0.0011850642318314139
FAM114A2,-0.0012150698180059454
FAM193A,-0.0012316317201347046
OVOL1,-0.0012360545478773126
TBC1D25,-0.001314566238384544
SAP30,-0.0013161664133903832
HES2,-0.0013825369510726201
SLC39A2,-0.0014482700477384542
DCLRE1B,-0.0014684790510664147
SOWAHB,-0.001735573668528248
TTC21B,-0.0018071880392061795
AC008687.8,-0.0019267693343162748
UGT1A3,-0.0019666060962982125
AC005324.3,-0.0019760815768777996
TMEM102,-0.0021272303128912163
C4orf36,-0.0021878252163255274
GRK4,-0.002294620046896449
KDF1,-0.0023562583521914648
ZSCAN26,-0.0026951609950227116
DUOX2,-0.0028073885838832153
MBLAC1,-0.002857816446730644
RHBDL2,-0.00287074931442013
AC003688.2,-0.0029068691404334295
EID2B,-0.002969083034796477
RNF223,-0.003485406175103899
GJB4,-0.003861368505750705
ZNF709,-0.004117246302224397
UGT1A4,-0.004344606442810144
NTF4,-0.0070937608712994355
